Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I0673],7C1-7CNN2,Roisin,,,,,female,,,,,,,,,,,,,
[I0709],7C1-7CNN4,Ainin,,,,,female,,,,,,,,,,,,,
[I0713],7C10+7C2E5,Brian,,,,,male,,,,,,,,,,,,,
[I0764],7C10+7C2S6,Colm,,,,,male,,,,,,,,,,,,,
[I0715],7C11-20CNE5,Brian,,,,,male,,,,,,,,,,,,,
[I0765],7C11^7C1pS7,Colm,,,,,male,,,,,,,,,,,,,
[I0781],7C12+1C1r1N4,Colm,,,,,male,,,,,,,,,,,,,
[I0721],7C12-7CNN2,Brian,,,,,male,,,,,,,,,,,,,
[I0745],7C13-****4,Brian,,,,,male,,,,,,,,,,,,,
[I0824],7C13-****5,Colm,,,,,male,,,,,,,,,,,,,
[I0751],7C14-1C1xN5,Brian,,,,,male,,,,,,,,,,,,,
[I0756],7C15+7C2r1N6,Brian,,,,,male,,,,,,,,,,,,,
[I0796],7C16^7C1r1S6,Brian,,,,,male,,,,,,,,,,,,,
[I0802],7C17+7CNE6,Brian,,,,,male,,,,,,,,,,,,,
[I0807],7C18+20CNN3,Brian,,,,,male,,,,,,,,,,,,,
[I0820],7C19+7C1r1E4,Brian,,,,,male,,,,,,,,,,,,,
[I0714],7C1=0C3N6,Lear,,,,,male,,,,,,,,,,,,,
[I0716],7C1=0C4N6,Triona,,,,,female,,,,,,,,,,,,,
[I0798],7C1=1C3r1E6,Padraig,,,,,male,,,,,,,,,,,,,
[I0795],7C1=20C1r1E6,Carol,,,,,female,,,,,,,,,,,,,
[I0737],7C1=7C4N6,Caoimhin,,,,,male,,,,,,,,,,,,,
[I0022],7C1^1CNE3,Neasa,,,,,female,,,,,,,,,,,,,
[I0699],7C1^20C2r1S5,Sile,,,,,female,,,,,,,,,,,,,
[I0786],7C1^7C1pE6,Labhras,,,,,male,,,,,,,,,,,,,
[I0793],7C1^7C1pE6,Paidrigin,,,,,male,,,,,,,,,,,,,
[I0696],7C1^7C1pN5,Cathal,,,,,male,,,,,,,,,,,,,
[I0761],7C1^7C1pS6,Ailbhe,,,,,female,,,,,,,,,,,,,
[I0797],7C1^7C1r1S6,Fearghas,,,,,male,,,,,,,,,,,,,
[I0799],7C1^7C1r1S7,Siobhan,,,,,female,,,,,,,,,,,,,
[I0736],7C1^7C2E5,Aine-Roisin,,,,,female,,,,,,,,,,,,,
[I0747],7C1^7C2E6,Liam,,,,,male,,,,,,,,,,,,,
[I0684],7C1^7C2N4,Lughan,,,,,male,,,,,,,,,,,,,
[I0677],7C1^7C3N5,Padraig-Beag,,,,,male,,,,,,,,,,,,,
[I0794],7C2+20C3r1E6,Plur,,,,,female,,,,,,,,,,,,,
[I0759],7C2+29C2E\1C4N6,Lughan,,,,,male,,,,,,,,,,,,,
[I0710],7C2+7C2E5,Sile,,,,,female,,,,,,,,,,,,,
[I0769],7C2+7C2N3,Eadaoin,,,,,female,,,,,,,,,,,,,
[I0763],7C2+7C2S6,Seosamh,,,,,male,,,,,,,,,,,,,
[I0791],7C2+7C3S6,Cathal,,,,,male,,,,,,,,,,,,,
[I0792],7C2+7C3S6,Conchur,,,,,male,,,,,,,,,,,,,
[I0772],7C2-****3,Brendan,,,,,male,,,,,,,,,,,,,
[I0504],7C2-****4,Colm,,,,,male,,,,,,,,,,,,,
[I0819],7C2-****4,Niall,,,,,male,,,,,,,,,,,,,
[I0816],7C2-****5,Caoimhinn,,,,,male,,,,,,,,,,,,,
[I0707],7C2-00NN3,Eilis,,,,,female,,,,,,,,,,,,,
[I0701],7C2-00NS2,Tomas,,,,,male,,,,,,,,,,,,,
[I0865],7C2-20C2E6,Ailbhe,,,,,female,,,,,,,,,,,,,
[I0666],7C2-26CNN2,Sean,,,,,male,,,,,,,,,,,,,
[I0455],7C2-6CNN3,Brian,,,,,male,,,,,,,,,,,,,
[I0682],7C2-7C2N3,Caitlin,,,,,female,,,,,,,,,,,,,
[I0654],7C2-7CNN0,Treasa,,,,,female,,,,,,,,,,,,,
[I0694],7C2=0CNN5,Aine,,,,,female,,,,,,,,,,,,,
[I0766],7C2=7C1pS7,Liam,,,,,male,,,,,,,,,,,,,
[I0830],7C2=7C2E6,Paidrigin,,,,,female,,,,,,,,,,,,,
[I0800],7C2^7C1r1S7,Mairead,,,,,female,,,,,,,,,,,,,
[I0738],7C2^7C2E4,Aodan,,,,,male,,,,,,,,,,,,,
[I0688],7C2^7C2N4,Roisin,,,,,female,,,,,,,,,,,,,
[I0815],7C2^7C2N5,Una,,,,,female,,,,,,,,,,,,,
[I0831],7C3+7C2E6,Lughan,,,,,male,,,,,,,,,,,,,
[I0825],7C3+7C3r1E6,Brendan,,,,,male,,,,,,,,,,,,,
[I0695],7C3+9C1r1N5,Sean,,,,,male,,,,,,,,,,,,,
[I0784],7C3-****4,Aodan,,,,,male,,,,,,,,,,,,,
[I0828],7C3-****5,Niall,,,,,male,,,,,,,,,,,,,
[I0735],7C3-****5,Tomas,,,,,male,,,,,,,,,,,,,
[I0651],7C3-00NN0,Colm,,,,,male,,,,,,,,,,,,,
[I0782],7C3-1CNN3,Caitlin,,,,,female,,,,,,,,,,,,,
[I0752],7C3-29CNN5,Eilis,,,,,female,,,,,,,,,,,,,
[I0672],7C3-7C1mN2,Treasa,,,,,female,,,,,,,,,,,,,
[I0706],7C3-7C1pE3,Aine,,,,,female,,,,,,,,,,,,,
[I0653],7C3-7CNN0,Brian,,,,,male,,,,,,,,,,,,,
[I0760],7C3^7C2E6,Sile,,,,,female,,,,,,,,,,,,,
[I0697],7C3^7C3N5,Roisin,,,,,female,,,,,,,,,,,,,
[I0836],7C4+7C2E7,Lughan,,,,,male,,,,,,,,,,,,,
[I0757],7C4+7C2S6,Eilis,,,,,female,,,,,,,,,,,,,
[I0842],7C4+7C3E7,Sile,,,,,female,,,,,,,,,,,,,
[I0770],7C4-****2,Tomas,,,,,male,,,,,,,,,,,,,
[I0832],7C4-27CNN6,Caitlin,,,,,female,,,,,,,,,,,,,
[I0704],7C4-7C1pE3,Sean,,,,,male,,,,,,,,,,,,,
[I0703],7C4-7C1pE3,Treasa,,,,,female,,,,,,,,,,,,,
[I0658],7C4-7CNN1,Brian,,,,,male,,,,,,,,,,,,,
[I0755],7C4=7C1r1N6,Aine,,,,,female,,,,,,,,,,,,,
[I0823],7C4=7CNN4,Aodan,,,,,male,,,,,,,,,,,,,
[I0698],7C4^20C2r1S5,Colm,,,,,male,,,,,,,,,,,,,
[I0693],7C4^7C1pN5,Roisin,,,,,female,,,,,,,,,,,,,
[I0859],7C5+20C2E6,Sile,,,,,female,,,,,,,,,,,,,
[I0834],7C5+7C2E6,Eilis,,,,,female,,,,,,,,,,,,,
[I0826],7C5+7C3E6,Aodan,,,,,male,,,,,,,,,,,,,
[I0705],7C5-****2,Colm,,,,,male,,,,,,,,,,,,,
[I0657],7C5-7CNN1,Brian,,,,,male,,,,,,,,,,,,,
[I0771],7C5-7CNN3,Aine,,,,,female,,,,,,,,,,,,,
[I0762],7C5=7C1pS6,Treasa,,,,,female,,,,,,,,,,,,,
[I0817],7C5=7C2r1E6,Tomas,,,,,male,,,,,,,,,,,,,
[I0754],7C5=7C4N6,Roisin,,,,,female,,,,,,,,,,,,,
[I0829],7C5^7C2N5,Sean,,,,,male,,,,,,,,,,,,,
[I0712],7C6+0C2E4,Colm,,,,,male,,,,,,,,,,,,,
[I0773],7C6-20CNN4,Treasa,,,,,female,,,,,,,,,,,,,
[I0674],7C6-7C2N3,Brian,,,,,male,,,,,,,,,,,,,
[I0839],7C6=7C2E7,Tomas,,,,,male,,,,,,,,,,,,,
[I0789],7C6^1C1r1N5,Aine,,,,,female,,,,,,,,,,,,,
[I0775],7C6^1C3r2E4,Roisin,,,,,female,,,,,,,,,,,,,
[I0837],7C6^27C2E7,Eilis,,,,,female,,,,,,,,,,,,,
[I0822],7C7+7C1r1E5,Aine,,,,,female,,,,,,,,,,,,,
[I0818],7C7+7C1xE4,Treasa,,,,,female,,,,,,,,,,,,,
[I0675],7C7-****3,Brian,,,,,male,,,,,,,,,,,,,
[I0739],7C7-****4,Colm,,,,,male,,,,,,,,,,,,,
[I0863],7C7-20CNN5,Eilis,,,,,female,,,,,,,,,,,,,
[I0835],7C7=1C3r1E7,Roisin,,,,,female,,,,,,,,,,,,,
[I0841],7C8+7C3r1E7,Aine,,,,,female,,,,,,,,,,,,,
[I0861],7C8-20CNN5,Roisin,,,,,female,,,,,,,,,,,,,
[I0683],7C8-9CNN3,Brian,,,,,male,,,,,,,,,,,,,
[I0748],7C8=7C1r1N6,Colm,,,,,male,,,,,,,,,,,,,
[I0838],7C8=7C2r1E7,Treasa,,,,,female,,,,,,,,,,,,,
[I0866],7C9-20C2E6,Aine,,,,,female,,,,,,,,,,,,,
[I0740],7C9-20CNE5,Colm,,,,,male,,,,,,,,,,,,,
[I0708],7C9-7C1pE3,Brian,,,,,male,,,,,,,,,,,,,
[I0145],8C1+0CNE,Donncha,,,,,male,,,,,,,,,,,,,
[I0246],8C1+14C1r2E5,Brendain,,,,,male,,,,,,,,,,,,,
[I0075],8C1+1CRE6,Maire,,,,,female,,,,,,,,,,,,,
[I0074],8C1+3C1mE6,Brid,,,,,female,,,,,,,,,,,,,
[I0067],8C1+3CNN5,Feilim,,,,,male,,,,,,,,,,,,,
[I0165],8C1+8CN,Brian,,,,,male,,,,,,,,,,,,,
[I0566],8C1-25CNN5,Anna,,,,,female,,,,,,,,,,,,,
[I0195],8C1-9CNN5,Roisin,,,,,female,,,,,,,,,,,,,
[I0174],8C1\1CNN5,Eamonn,,,,,male,,,,,,,,,,,,,
[I0196],8C2+1CNE5,Brian,,,,,male,,,,,,,,,,,,,
[I0164],8C2+8CN,Maire,,,,,female,,,,,,,,,,,,,
[I0245],8C2-9C1r2E5,Brid,,,,,female,,,,,,,,,,,,,
[I0140],9C1+1C1r1E,Colm,,,,,male,,,,,,,,,,,,,
[I0039],9C1+1C3N4,Roisin,,,,,female,,,,,,,,,,,,,
[I0131],9C1+3C3E,Caitlin,,,,,female,,,,,,,,,,,,,
[I0370],9C1+6C2E5,Sean,,,,,male,,,,,,,,,,,,,
[I0687],9C1+7C1r1N4,Mairead,,,,,female,,,,,,,,,,,,,
[I0117],9C1-****4,Tomas Rua,,,,,male,,,,,,,,,,,,,
[I0134],9C1-****5,Cathal,,,,,male,,,,,,,,,,,,,
[I0139],9C1-***6,Tomas,,,,,male,,,,,,,,,,,,,
[I0679],9C1-1CNN3,Eilis,,,,,female,,,,,,,,,,,,,
[I0678],9C1-20C1mE3,Lughan,,,,,male,,,,,,,,,,,,,
[I0689],9C1-20CNN4,Treasa,,,,,female,,,,,,,,,,,,,
[I0132],9C1-2CNN5,Mairtin,,,,,male,,,,,,,,,,,,,
[I0680],9C1-7CNN3,Aine,,,,,female,,,,,,,,,,,,,
[I0135],9C1-8CNN5,Maire,,,,,female,,,,,,,,,,,,,
[I0133],9C1-8CNN5,Tomas Dubh,,,,,male,,,,,,,,,,,,,
[I0162],9C1=11CN,Brian,,,,,male,,,,,,,,,,,,,
[I0142],9C2+0CNS,Maire,,,,,female,,,,,,,,,,,,,
[I0141],9C2+0CNS,Tomas,,,,,male,,,,,,,,,,,,,
[I0649],9C2-00NN0,Colm,,,,,male,,,,,,,,,,,,,
[I0661],9C2-1CNN1,Brian,,,,,male,,,,,,,,,,,,,
[I0681],9C2-1CNS3,Sean,,,,,male,,,,,,,,,,,,,
[I0252],9C2-8C1r2E5,Mairtin,,,,,male,,,,,,,,,,,,,
[I0151],9C3+1C2E7,Maire,,,,,female,,,,,,,,,,,,,
[I0243],9C3-****4,Tomas,,,,,male,,,,,,,,,,,,,
[I0669],9C3-1CNN2,Colm,,,,,male,,,,,,,,,,,,,
[I0197],9C4+1CNE6,Maire,,,,,female,,,,,,,,,,,,,
[I0244],9C5-8CNN4,Maire,,,,,female,,,,,,,,,,,,,
[I0247],9C6-14CNN4,Maire,,,,,female,,,,,,,,,,,,,
[I0254],9C7+15CNE6,Maire,,,,,female,,,,,,,,,,,,,
